,CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
6,Arab World,ARB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,541000000.0
277,Central Europe and the Baltics,CEB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,2039000000.0
404,Early-demographic dividend,EAR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,2653000000.0
597,East Asia & Pacific,EAS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,5255000000.0
766,East Asia & Pacific (excluding high income),EAP,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,3484000000.0
940,East Asia & Pacific (IDA & IBRD countries),TEA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,3079000000.0
1103,Euro area,EMU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,3913000000.0
1257,Europe & Central Asia,ECS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,7287000000.0
1413,Europe & Central Asia (excluding high income),ECA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,1128000000.0
1570,Europe & Central Asia (IDA & IBRD countries),TEC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,2094000000.0
1717,European Union,EUU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,6220000000.0
1869,Fragile and conflict affected situations,FCS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,374000000.0
2015,Heavily indebted poor countries (HIPC),HPC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,149000000.0
2157,High income,HIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,8876000000.0
2339,IBRD only,IBD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,7214000000.0
2520,IDA & IBRD total,IBT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,7461000000.0
2696,IDA blend,IDB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,58000000.0
2847,IDA only,IDX,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,189000000.0
2984,IDA total,IDA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,247000000.0
3135,Late-demographic dividend,LTE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,4717000000.0
3306,Latin America & Caribbean,LCN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,1194000000.0
3494,Latin America & Caribbean (excluding high income),LAC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,865000000.0
3680,Latin America & the Caribbean (IDA & IBRD countries),TLA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,1065000000.0
3860,Least developed countries: UN classification,LDC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,138000000.0
3998,Low & middle income,LMY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,6700000000.0
4178,Low income,LIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,568000000.0
4321,Lower middle income,LMC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,1011000000.0
4495,Middle East & North Africa,MEA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,694000000.0
4647,Middle East & North Africa (excluding high income),MNA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,469000000.0
4812,Middle East & North Africa (IDA & IBRD countries),TMN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,469000000.0
4968,Middle income,MIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,6132000000.0
5152,North America,NAC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,392000000.0
5326,OECD members,OED,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,8859000000.0
5504,Other small states,OSS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,20000000.0
5759,Post-demographic dividend,PST,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,7510000000.0
5931,Pre-demographic dividend,PRE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,268000000.0
6070,Small states,SST,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,20000000.0
6216,South Asia,SAS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,630000000.0
6420,South Asia (IDA & IBRD),TSA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,630000000.0
6614,Sub-Saharan Africa,SSF,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,124000000.0
6774,Sub-Saharan Africa (excluding high income),SSA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,124000000.0
6934,Sub-Saharan Africa (IDA & IBRD countries),TSS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,124000000.0
7089,Upper middle income,UMC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,5121000000.0
7271,World,WLD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,15576000000.0
7438,Afghanistan,AFG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,40000000.0
7608,Albania,ALB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,62000000.0
8174,Argentina,ARG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,111000000.0
8562,Australia,AUS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,113000000.0
8814,Austria,AUT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,16000000.0
9682,Belgium,BEL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,92000000.0
10299,Bolivia,BOL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,6000000.0
10754,Brazil,BRA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,237000000.0
11139,Bulgaria,BGR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,474000000.0
11693,Cambodia,KHM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,1000000.0
12040,Canada,CAN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,171000000.0
12477,Chad,TCD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,1000000.0
12765,Chile,CHL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,312000000.0
13029,China,CHN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,2431000000.0
13181,Colombia,COL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,5000000.0
13501,"Congo, Dem. Rep.",COD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,2000000.0
13636,"Congo, Rep.",COG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,1000000.0
14370,Cuba,CUB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,129000000.0
14777,Denmark,DNK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,109000000.0
15086,Dominican Republic,DOM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,19000000.0
15330,Ecuador,ECU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,66000000.0
15584,"Egypt, Arab Rep.",EGY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,143000000.0
16365,Ethiopia,ETH,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,24000000.0
16691,Finland,FIN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,54000000.0
16878,France,FRA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,507000000.0
17619,Germany,DEU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,2033000000.0
17766,Ghana,GHA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,12000000.0
18010,Greece,GRC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,264000000.0
18477,Guatemala,GTM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,16000000.0
18710,Guinea,GIN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,33000000.0
19159,Haiti,HTI,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,5000000.0
19742,Hungary,HUN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,599000000.0
19881,Iceland,ISL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,20000000.0
20061,India,IND,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,544000000.0
20335,Indonesia,IDN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,441000000.0
20550,"Iran, Islamic Rep.",IRN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,11000000.0
20787,Iraq,IRQ,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,168000000.0
20951,Ireland,IRL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,1000000.0
21129,Israel,ISR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,163000000.0
21350,Italy,ITA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,390000000.0
21720,Japan,JPN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,859000000.0
21921,Jordan,JOR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,30000000.0
22465,"Korea, Dem. People’s Rep.",PRK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,405000000.0
22564,"Korea, Rep.",KOR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,252000000.0
22825,Kuwait,KWT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,44000000.0
23020,Lao PDR,LAO,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,3000000.0
23662,Libya,LBY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,14000000.0
24535,Malaysia,MYS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,5000000.0
25118,Mauritania,MRT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,2000000.0
25378,Mexico,MEX,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,6000000.0
25797,Mongolia,MNG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,10000000.0
25966,Morocco,MAR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,22000000.0
26316,Myanmar,MMR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,6000000.0
26729,Netherlands,NLD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,294000000.0
27013,New Zealand,NZL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,119000000.0
27181,Nicaragua,NIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,2000000.0
27394,Niger,NER,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,1000000.0
27850,Norway,NOR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,145000000.0
28042,Oman,OMN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,1000000.0
28152,Pakistan,PAK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,42000000.0
28805,Paraguay,PRY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,10000000.0
28961,Peru,PER,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,191000000.0
29224,Philippines,PHL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,51000000.0
29484,Poland,POL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,853000000.0
29627,Portugal,PRT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,31000000.0
30046,Romania,ROU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,113000000.0
30662,Saudi Arabia,SAU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,17000000.0
30785,Senegal,SEN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,0.0
31845,Somalia,SOM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,10000000.0
32049,South Africa,ZAF,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,13000000.0
32406,Spain,ESP,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,231000000.0
32583,Sri Lanka,LKA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,4000000.0
33086,Sudan,SDN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,9000000.0
33482,Sweden,SWE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,159000000.0
33723,Switzerland,CHE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,219000000.0
33910,Syrian Arab Republic,SYR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,37000000.0
34344,Thailand,THA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,28000000.0
34675,Togo,TGO,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,1000000.0
35143,Tunisia,TUN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,44000000.0
35292,Turkey,TUR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,592000000.0
36033,United Kingdom,GBR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,29000000.0
36233,United States,USA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,221000000.0
36447,Uruguay,URY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,17000000.0
36856,"Venezuela, RB",VEN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,62000000.0
37082,Vietnam,VNM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,103000000.0
37596,Zimbabwe,ZWE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,15000000.0
37746,Arab World,ARB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,789000000.0
38044,Central Europe and the Baltics,CEB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,1974000000.0
38402,East Asia & Pacific,EAS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,3039000000.0
38590,East Asia & Pacific (excluding high income),EAP,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,2188000000.0
38784,East Asia & Pacific (IDA & IBRD countries),TEA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,2119000000.0
38968,Euro area,EMU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,3678000000.0
39133,Europe & Central Asia,ECS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,6624000000.0
39294,Europe & Central Asia (excluding high income),ECA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,909000000.0
39458,Europe & Central Asia (IDA & IBRD countries),TEC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,1785000000.0
39619,European Union,EUU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,6074000000.0
39783,Fragile and conflict affected situations,FCS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,293000000.0
39944,Heavily indebted poor countries (HIPC),HPC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,231000000.0
40108,High income,HIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,8522000000.0
40704,IDA blend,IDB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,71000000.0
40872,IDA only,IDX,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,261000000.0
41028,IDA total,IDA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,332000000.0
41196,Late-demographic dividend,LTE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,2541000000.0
41384,Latin America & Caribbean,LCN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,1247000000.0
41588,Latin America & Caribbean (excluding high income),LAC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,1201000000.0
41793,Latin America & the Caribbean (IDA & IBRD countries),TLA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,718000000.0
41987,Least developed countries: UN classification,LDC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,131000000.0
42338,Low income,LIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,178000000.0
42497,Lower middle income,LMC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,2149000000.0
42689,Middle East & North Africa,MEA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,962000000.0
42854,Middle East & North Africa (excluding high income),MNA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,866000000.0
43038,Middle East & North Africa (IDA & IBRD countries),TMN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,866000000.0
43420,North America,NAC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,1814000000.0
43610,OECD members,OED,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,8793000000.0
43803,Other small states,OSS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,3000000.0
44083,Post-demographic dividend,PST,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,8448000000.0
44270,Pre-demographic dividend,PRE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,227000000.0
44424,Small states,SST,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,3000000.0
44587,South Asia,SAS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,1247000000.0
44825,South Asia (IDA & IBRD),TSA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,1247000000.0
45773,World,WLD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,15100000000.0
45959,Afghanistan,AFG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,56000000.0
46145,Albania,ALB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,74000000.0
46256,Algeria,DZA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,7000000.0
46778,Argentina,ARG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,205000000.0
47191,Australia,AUS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,40000000.0
47483,Austria,AUT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,27000000.0
48451,Belgium,BEL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,132000000.0
48762,Benin,BEN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,2000000.0
49176,Bolivia,BOL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,4000000.0
49688,Brazil,BRA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,212000000.0
50106,Bulgaria,BGR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,523000000.0
50230,Burkina Faso,BFA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,1000000.0
50736,Cambodia,KHM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,2000000.0
50920,Cameroon,CMR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,0.0
51126,Canada,CAN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,1576000000.0
51453,Central African Republic,CAF,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,2000000.0
51649,Chad,TCD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,1000000.0
51969,Chile,CHL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,46000000.0
52258,China,CHN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,936000000.0
52453,Colombia,COL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,62000000.0
52809,"Congo, Dem. Rep.",COD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,9000000.0
52965,"Congo, Rep.",COG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,1000000.0
53501,Cote d'Ivoire,CIV,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,3000000.0
53797,Cuba,CUB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,529000000.0
54228,Denmark,DNK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,335000000.0
54572,Dominican Republic,DOM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,11000000.0
55129,"Egypt, Arab Rep.",EGY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,544000000.0
55988,Ethiopia,ETH,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,4000000.0
56341,Finland,FIN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,65000000.0
56544,France,FRA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,356000000.0
56940,Gabon,GAB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,3000000.0
57373,Germany,DEU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,2018000000.0
57535,Ghana,GHA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,107000000.0
57800,Greece,GRC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,82000000.0
58580,Guinea,GIN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,0.0
59761,Hungary,HUN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,575000000.0
60098,India,IND,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,1122000000.0
60410,Indonesia,IDN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,895000000.0
60654,"Iran, Islamic Rep.",IRN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,107000000.0
60920,Iraq,IRQ,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,118000000.0
61310,Israel,ISR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,84000000.0
61553,Italy,ITA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,426000000.0
61967,Japan,JPN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,338000000.0
62191,Jordan,JOR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,15000000.0
62809,"Korea, Dem. People’s Rep.",PRK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,69000000.0
62926,"Korea, Rep.",KOR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,254000000.0
63435,Lao PDR,LAO,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,4000000.0
63649,Lebanon,LBN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,3000000.0
64148,Libya,LBY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,17000000.0
64658,Madagascar,MDG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,3000000.0
65075,Malaysia,MYS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,2000000.0
65440,Mali,MLI,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,3000000.0
65745,Mauritania,MRT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,1000000.0
66101,Mexico,MEX,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,44000000.0
66547,Mongolia,MNG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,66000000.0
66738,Morocco,MAR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,37000000.0
67122,Myanmar,MMR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,17000000.0
67601,Netherlands,NLD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,309000000.0
67912,New Zealand,NZL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,111000000.0
68105,Nicaragua,NIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,8000000.0
68347,Niger,NER,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,1000000.0
68534,Nigeria,NGA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,1000000.0
68827,Norway,NOR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,93000000.0
69166,Pakistan,PAK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,69000000.0
70117,Peru,PER,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,96000000.0
70421,Philippines,PHL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,45000000.0
70713,Poland,POL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,849000000.0
70863,Portugal,PRT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,151000000.0
71282,Romania,ROU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,27000000.0
72000,Saudi Arabia,SAU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,12000000.0
72143,Senegal,SEN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,8000000.0
73295,Somalia,SOM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,2000000.0
73915,Spain,ESP,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,112000000.0
74681,Sudan,SDN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,15000000.0
75118,Sweden,SWE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,87000000.0
75386,Switzerland,CHE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,37000000.0
75586,Syrian Arab Republic,SYR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,12000000.0
76055,Thailand,THA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,57000000.0
76972,Tunisia,TUN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,6000000.0
77137,Turkey,TUR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,312000000.0
77938,United Kingdom,GBR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,34000000.0
78167,United States,USA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,238000000.0
78400,Uruguay,URY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1961,0.0
