,CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
2997300,Middle income,MIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,9730000000.0
2997898,North America,NAC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,1199000000.0
2998481,OECD members,OED,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,10482000000.0
2999077,Other small states,OSS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,149000000.0
2999535,Pacific island small states,PSS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,12000000.0
2999983,Post-demographic dividend,PST,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,7930000000.0
3001579,South Asia,SAS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,2029000000.0
3002224,South Asia (IDA & IBRD),TSA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,2029000000.0
3003388,Sub-Saharan Africa (excluding high income),SSA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,126000000.0
3004551,Upper middle income,UMC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,5043000000.0
3005170,World,WLD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,23021000000.0
3006128,Albania,ALB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,26000000.0
3006810,Algeria,DZA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,295000000.0
3007669,Angola,AGO,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,1000000.0
3008592,Argentina,ARG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,43000000.0
3009365,Armenia,ARM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,47000000.0
3010399,Australia,AUS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,64000000.0
3011154,Austria,AUT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,24000000.0
3013228,Bahrain,BHR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,71000000.0
3013874,Bangladesh,BGD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,119000000.0
3015879,Belgium,BEL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,17000000.0
3018596,Bolivia,BOL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,2000000.0
3019827,Botswana,BWA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,11000000.0
3020580,Brazil,BRA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,248000000.0
3021952,Bulgaria,BGR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,1000000.0
3024467,Cambodia,KHM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,1000000.0
3025918,Canada,CAN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,411000000.0
3027254,Chad,TCD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,1000000.0
3028013,Chile,CHL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,342000000.0
3028734,China,CHN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,730000000.0
3029470,Colombia,COL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,35000000.0
3030836,"Congo, Dem. Rep.",COD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,0.0
3032964,Cote d'Ivoire,CIV,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,2000000.0
3033608,Croatia,HRV,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,1000000.0
3034985,Cyprus,CYP,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,33000000.0
3035716,Czech Republic,CZE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,1000000.0
3036461,Denmark,DNK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,133000000.0
3037194,Djibouti,DJI,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,2000000.0
3038822,Ecuador,ECU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,36000000.0
3039586,"Egypt, Arab Rep.",EGY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,1716000000.0
3040416,El Salvador,SLV,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,4000000.0
3041603,Eritrea,ERI,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,7000000.0
3042257,Estonia,EST,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,17000000.0
3044487,Fiji,FJI,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,12000000.0
3045109,Finland,FIN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,197000000.0
3045878,France,FRA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,97000000.0
3048757,Germany,DEU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,228000000.0
3050227,Greece,GRC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,874000000.0
3051763,Guatemala,GTM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,4000000.0
3056238,Hungary,HUN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,1000000.0
3057631,India,IND,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,1479000000.0
3058400,Indonesia,IDN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,286000000.0
3059203,"Iran, Islamic Rep.",IRN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,294000000.0
3061105,Israel,ISR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,364000000.0
3061808,Italy,ITA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,334000000.0
3063273,Japan,JPN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,1241000000.0
3063927,Jordan,JOR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,19000000.0
3064663,Kazakhstan,KAZ,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,99000000.0
3066371,"Korea, Dem. People’s Rep.",PRK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,143000000.0
3066710,"Korea, Rep.",KOR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,1957000000.0
3067556,Kuwait,KWT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,632000000.0
3069442,Latvia,LVA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,14000000.0
3070121,Lebanon,LBN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,42000000.0
3072243,Lithuania,LTU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,4000000.0
3075308,Malaysia,MYS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,848000000.0
3077232,Malta,MLT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,0.0
3078073,Mauritania,MRT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,2000000.0
3079584,Mexico,MEX,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,50000000.0
3080720,Moldova,MDA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,9000000.0
3082460,Morocco,MAR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,28000000.0
3083911,Myanmar,MMR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,223000000.0
3084474,Namibia,NAM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,4000000.0
3085216,Nepal,NPL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,1000000.0
3085917,Netherlands,NLD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,84000000.0
3086935,New Zealand,NZL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,7000000.0
3089012,Nigeria,NGA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,2000000.0
3089706,North Macedonia,MKD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,1000000.0
3090429,Norway,NOR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,79000000.0
3091175,Oman,OMN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,278000000.0
3091784,Pakistan,PAK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,366000000.0
3094758,Peru,PER,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,46000000.0
3095586,Philippines,PHL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,27000000.0
3096368,Poland,POL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,248000000.0
3097110,Portugal,PRT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,20000000.0
3098159,Qatar,QAT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,11000000.0
3098638,Romania,ROU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,2000000.0
3101623,Saudi Arabia,SAU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,983000000.0
3102163,Senegal,SEN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,6000000.0
3102798,Serbia,SRB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,8000000.0
3103831,Sierra Leone,SLE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,14000000.0
3104424,Singapore,SGP,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,306000000.0
3105182,Slovak Republic,SVK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,208000000.0
3105919,Slovenia,SVN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,22000000.0
3107450,South Africa,ZAF,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,38000000.0
3108396,Spain,ESP,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,359000000.0
3109148,Sri Lanka,LKA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,64000000.0
3111378,Sudan,SDN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,3000000.0
3112473,Sweden,SWE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,95000000.0
3113246,Switzerland,CHE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,93000000.0
3113962,Syrian Arab Republic,SYR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,35000000.0
3115924,Thailand,THA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,528000000.0
3116970,Togo,TGO,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,3000000.0
3118700,Tunisia,TUN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,56000000.0
3119546,Turkey,TUR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,1582000000.0
3121068,Uganda,UGA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,32000000.0
3122439,United Arab Emirates,ARE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,419000000.0
3122928,United Kingdom,GBR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,492000000.0
3123675,United States,USA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,788000000.0
3124424,Uruguay,URY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,9000000.0
3126296,"Venezuela, RB",VEN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,5000000.0
3127007,Vietnam,VNM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,281000000.0
3127758,West Bank and Gaza,PSE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,1000000.0
3128287,"Yemen, Rep.",YEM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1995,171000000.0
3129983,Arab World,ARB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,5339000000.0
3130991,Central Europe and the Baltics,CEB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,527000000.0
3131588,Early-demographic dividend,EAR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,7534000000.0
3132169,East Asia & Pacific,EAS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,8275000000.0
3132756,East Asia & Pacific (excluding high income),EAP,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,3170000000.0
3133376,East Asia & Pacific (IDA & IBRD countries),TEA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,3098000000.0
3133953,Euro area,EMU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,2422000000.0
3134562,Europe & Central Asia,ECS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,5592000000.0
3136335,European Union,EUU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,3050000000.0
3136970,Fragile and conflict affected situations,FCS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,372000000.0
3138032,High income,HIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,14222000000.0
3138638,IBRD only,IBD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,9114000000.0
3139220,IDA & IBRD total,IBT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,9996000000.0
3139786,IDA blend,IDB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,522000000.0
3141390,Late-demographic dividend,LTE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,6398000000.0
3141968,Latin America & Caribbean,LCN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,1092000000.0
3142585,Latin America & Caribbean (excluding high income),LAC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,910000000.0
3143237,Latin America & the Caribbean (IDA & IBRD countries),TLA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,1092000000.0
3144341,Low & middle income,LMY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,9707000000.0
3145472,Lower middle income,LMC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,3297000000.0
3146084,Middle East & North Africa,MEA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,6043000000.0
3146604,Middle East & North Africa (excluding high income),MNA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,1982000000.0
3147193,Middle East & North Africa (IDA & IBRD countries),TMN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,1973000000.0
3147738,Middle income,MIC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,9442000000.0
3148338,North America,NAC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,1011000000.0
3148917,OECD members,OED,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,9994000000.0
3149514,Other small states,OSS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,502000000.0
3150420,Post-demographic dividend,PST,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,8290000000.0
3152020,South Asia,SAS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,1582000000.0
3152661,South Asia (IDA & IBRD),TSA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,1582000000.0
3153247,Sub-Saharan Africa,SSF,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,334000000.0
3153830,Sub-Saharan Africa (excluding high income),SSA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,305000000.0
3154440,Sub-Saharan Africa (IDA & IBRD countries),TSS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,334000000.0
3155006,Upper middle income,UMC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,6145000000.0
3155631,World,WLD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,23929000000.0
3157303,Algeria,DZA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,83000000.0
3158125,Angola,AGO,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,44000000.0
3159086,Argentina,ARG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,28000000.0
3159900,Armenia,ARM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,70000000.0
3160947,Australia,AUS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,597000000.0
3161688,Austria,AUT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,10000000.0
3163685,Bahrain,BHR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,51000000.0
3164288,Bangladesh,BGD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,7000000.0
3166296,Belgium,BEL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,3000000.0
3166913,Belize,BLZ,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,0.0
3167641,Benin,BEN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,1000000.0
3169784,Bosnia and Herzegovina,BIH,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,58000000.0
3170251,Botswana,BWA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,32000000.0
3170997,Brazil,BRA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,545000000.0
3171867,Brunei Darussalam,BRN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,17000000.0
3172383,Bulgaria,BGR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,122000000.0
3174896,Cambodia,KHM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,28000000.0
3175560,Cameroon,CMR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,4000000.0
3176274,Canada,CAN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,431000000.0
3178266,Chile,CHL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,178000000.0
3179022,China,CHN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,1545000000.0
3179783,Colombia,COL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,49000000.0
3181099,"Congo, Dem. Rep.",COD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,61000000.0
3183815,Croatia,HRV,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,15000000.0
3185239,Cyprus,CYP,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,170000000.0
3185949,Czech Republic,CZE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,25000000.0
3186725,Denmark,DNK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,71000000.0
3188356,Dominican Republic,DOM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,4000000.0
3189131,Ecuador,ECU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,30000000.0
3189913,"Egypt, Arab Rep.",EGY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,981000000.0
3190677,El Salvador,SLV,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,4000000.0
3191832,Eritrea,ERI,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,41000000.0
3192472,Estonia,EST,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,1000000.0
3195250,Finland,FIN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,553000000.0
3195993,France,FRA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,64000000.0
3198894,Germany,DEU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,246000000.0
3199616,Ghana,GHA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,7000000.0
3200337,Greece,GRC,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,382000000.0
3201871,Guatemala,GTM,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,2000000.0
3206330,Hungary,HUN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,156000000.0
3207769,India,IND,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,862000000.0
3208544,Indonesia,IDN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,380000000.0
3209385,"Iran, Islamic Rep.",IRN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,615000000.0
3211317,Israel,ISR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,117000000.0
3212024,Italy,ITA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,286000000.0
3213518,Japan,JPN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,857000000.0
3214216,Jordan,JOR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,75000000.0
3214959,Kazakhstan,KAZ,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,2000000.0
3216653,"Korea, Dem. People’s Rep.",PRK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,78000000.0
3216997,"Korea, Rep.",KOR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,1976000000.0
3217825,Kuwait,KWT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,1189000000.0
3219729,Latvia,LVA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,0.0
3220434,Lebanon,LBN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,27000000.0
3222555,Lithuania,LTU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,15000000.0
3223238,Luxembourg,LUX,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,3000000.0
3224284,Madagascar,MDG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,22000000.0
3225646,Malaysia,MYS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,33000000.0
3227620,Malta,MLT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,1000000.0
3228460,Mauritania,MRT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,2000000.0
3229124,Mauritius,MUS,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,29000000.0
3229920,Mexico,MEX,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,87000000.0
3232837,Morocco,MAR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,89000000.0
3234152,Myanmar,MMR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,118000000.0
3236119,Netherlands,NLD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,205000000.0
3237144,New Zealand,NZL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,7000000.0
3239194,Nigeria,NGA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,15000000.0
3240701,Norway,NOR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,152000000.0
3241439,Oman,OMN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,291000000.0
3242054,Pakistan,PAK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,503000000.0
3242721,Palau,PLW,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,6000000.0
3242867,Panama,PAN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,0.0
3243519,Papua New Guinea,PNG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,0.0
3244206,Paraguay,PRY,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,2000000.0
3244979,Peru,PER,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,124000000.0
3245776,Philippines,PHL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,40000000.0
3246554,Poland,POL,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,105000000.0
3247302,Portugal,PRT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,7000000.0
3248341,Qatar,QAT,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,201000000.0
3248793,Romania,ROU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,39000000.0
3250308,Rwanda,RWA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,1000000.0
3251844,Saudi Arabia,SAU,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,1731000000.0
3253071,Serbia,SRB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,1000000.0
3254702,Singapore,SGP,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,171000000.0
3255428,Slovak Republic,SVK,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,29000000.0
3256157,Slovenia,SVN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,20000000.0
3257681,South Africa,ZAF,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,38000000.0
3258632,Spain,ESP,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,427000000.0
3259367,Sri Lanka,LKA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,210000000.0
3261572,Sudan,SDN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,27000000.0
3262695,Sweden,SWE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,95000000.0
3263434,Switzerland,CHE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,187000000.0
3264159,Syrian Arab Republic,SYR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,35000000.0
3265379,Tanzania,TZA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,4000000.0
3266125,Thailand,THA,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,736000000.0
3267867,Tonga,TON,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,0.0
3268938,Tunisia,TUN,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,68000000.0
3269727,Turkey,TUR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,1505000000.0
3272509,United Arab Emirates,ARE,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1996,480000000.0
